id,region,dialect_text,source_text,target_text
0258,Rangpur,ক্লাসের সব চেংড়ির সাথে মিশসিনু,translate Rangpur to Bangla: ক্লাসের সব চেংড়ির সাথে মিশসিনু,ক্লাসের সব মেয়েদের সাথেই মিশতাম
2121,Noakhali,আর জামাই রাইতে বন্ধুগোর লগে আড্ডা দেয়,translate Noakhali to Bangla: আর জামাই রাইতে বন্ধুগোর লগে আড্ডা দেয়,আমার স্বামী রাতে বন্ধুদের সাথে আড্ডা দেয়
1922,Noakhali,আর বান্ধুবি হের স্বামীরে মেলা ভালবাসে,translate Noakhali to Bangla: আর বান্ধুবি হের স্বামীরে মেলা ভালবাসে,আমার বান্ধুবি তার স্বামীকে খুব ভালবাসে
0738,Noakhali,আর কোন বন্ধু নাই,translate Noakhali to Bangla: আর কোন বন্ধু নাই,আমার কোনো বন্ধু নেই
1496,Pabna,বড়ো মামা বিদ্যাশ থেন আইছে,translate Pabna to Bangla: বড়ো মামা বিদ্যাশ থেন আইছে,বড়ো মামা বিদেশ থেকে এসেছেন
0998,Mymensingh,"হেয় আমারে খালি খাওনটুকু ঠিকমতো দেয়, যাতে আমি কাউরে কিচ্ছু কইতারি না","translate Mymensingh to Bangla: হেয় আমারে খালি খাওনটুকু ঠিকমতো দেয়, যাতে আমি কাউরে কিচ্ছু কইতারি না",সে শুধু আমাকে খাবার টুকু ঠিক মত দেয় যেন কাউকে বলতে না পারি
1295,Mymensingh,মার কাছে ছোডছেড়াই সব,translate Mymensingh to Bangla: মার কাছে ছোডছেড়াই সব,মার কাছে ছোটো ছেলেই সব
0711,Mymensingh,আমার কালা জামা নাই,translate Mymensingh to Bangla: আমার কালা জামা নাই,আমার কালো জামা নাই
1489,Barishal,নানারে দ্যাকতে গেছালাম,translate Barishal to Bangla: নানারে দ্যাকতে গেছালাম,নানাকে দেখতে গিয়েছিলাম
0958,Barishal,মুই কেক পছন্দ হরি,translate Barishal to Bangla: মুই কেক পছন্দ হরি,আমি কেক পছন্দ করি
0780,Rangpur,মুই বদমেজাজি লোক,translate Rangpur to Bangla: মুই বদমেজাজি লোক,আমি বদমেজাজি লোক
1165,Mymensingh,"এই শুক্রবারেই তার বিয়া, বাড়ির মাইনষে মাইয়া পছন্দ কইরা রাখছে","translate Mymensingh to Bangla: এই শুক্রবারেই তার বিয়া, বাড়ির মাইনষে মাইয়া পছন্দ কইরা রাখছে",এই শুক্রবারে তার বিয়ে তার পরিবারের পছন্দ করে রেখেছে মেয়ে
0595,Noakhali,আইজ দুহুরে আমাগো দাওয়াত আছে,translate Noakhali to Bangla: আইজ দুহুরে আমাগো দাওয়াত আছে,আজকে দুপুরে আমাদের দাওয়াত আছে
0822,Noakhali,আমি তো আসলে কিচ্ছু হারি না,translate Noakhali to Bangla: আমি তো আসলে কিচ্ছু হারি না,আমি তো আসলে কিছুই পারি না
0814,Barishal,হেরপর ঠিক করছি তেল মাইরা উত্তার দিমু,translate Barishal to Bangla: হেরপর ঠিক করছি তেল মাইরা উত্তার দিমু,এরপর ঠিক করলাম তেল মারা উত্তর দিবো
